3;3;450
2;3;19
2;4;19
3;4;19
3;5;18
2;5;19
2;6;19
3;6;153
3;7;280
7;6;925
6;7;159
5;7;319
7;7;228
4;7;1253
2;7;998
2;8;19
5;8;1762
3;8;781
6;8;1075
7;8;1395
6;9;2341
4;8;5174
3;9;2110
2;9;2264
6;9;3919
5;9;3986
10;9;3355
7;9;4240
4;9;4988
3;11;686
2;10;2163
5;10;3460
7;10;2809
5;12;615
7;11;2333
3;12;596
4;12;1634
2;12;19
7;12;558
3;13;19
7;13;87
9;9;6886
8;10;5433
2;13;559
8;11;3543
5;13;1152
3;14;19
4;13;2535
8;12;4662
5;14;586
7;14;71
2;14;530
9;10;8984
6;10;9454
7;15;115
3;15;18
5;15;1086
6;11;9951
7;16;389
2;15;763
10;10;11929
3;16;18
2;16;19
3;17;19
5;16;1620
7;17;136
2;17;1061
5;17;1156
6;15;5196
5;18;974
11;15;6153
4;14;8353
2;18;19
3;18;702
7;18;2802
3;19;764
9;12;15855
3;20;1078
2;19;2686
7;19;3286
9;13;14995
5;19;4092
6;17;8513
2;20;2266
6;18;6618
7;20;2644
8;18;6551
7;21;1725
7;22;786
11;16;12731
4;20;5690
2;21;2264
3;22;1198
9;21;3478
10;20;5197
8;21;2579
2;22;22
4;23;163
8;22;1148
10;21;4512
5;23;215
6;22;3310
2;23;19
8;23;1053
3;23;2124
10;22;4800
7;23;2303
2;24;499
10;23;4792
5;24;1446
3;24;1937
4;24;2463
2;25;19
10;24;3432
8;24;3208
5;25;2152
7;24;3208
3;25;2357
3;26;19
7;25;2320
2;26;438
7;26;977
5;26;2519
4;25;3917
8;25;4391
10;25;4808
5;27;569
3;27;373
7;27;449
3;28;19
2;27;1233
9;23;8510
7;28;179
9;25;5296
2;28;20
4;27;2883
11;20;15964
5;29;167
8;27;3569
4;28;2442
8;28;2435
3;29;1061
2;29;19
4;29;1335
7;29;1440
11;21;16568
6;25;6598
9;28;2905
5;30;540
8;29;2502
9;29;1580
7;30;212
3;30;19
4;30;318
2;30;19
4;31;58
6;28;4247
5;31;200
2;31;19
3;31;484
8;30;2884
7;31;1199
3;32;748
2;32;937
11;27;9790
7;32;1701
5;32;1616
8;31;2896
10;28;9163
10;29;7149
5;33;476
3;33;936
2;33;701
7;33;1851
4;32;2849
10;31;5573
6;31;3539
3;34;648
6;32;1865
2;34;373
7;34;1761
5;34;2009
7;35;511
2;35;19
10;32;7277
3;35;597
6;33;3592
5;35;1074
10;33;5404
10;35;1339
3;36;490
6;35;593
7;36;228
2;36;19
8;32;8632
3;37;19
9;31;10891
10;36;2997
5;36;3088
7;37;154
11;35;4135
2;37;952
7;38;136
11;36;4684
5;37;2710
3;38;19
8;34;7659
6;36;2980
2;38;1752
4;37;3378
5;38;1866
8;35;7825
2;39;951
3;39;843
6;37;3249
4;39;1747
7;39;1179
5;39;1913
3;40;19
2;40;19
10;38;3533
11;38;3811
5;40;1601
8;37;7232
3;41;717
7;40;1239
6;38;3348
7;41;195
4;40;2067
10;40;3112
8;38;7066
5;41;2065
9;37;9362
11;40;2073
5;42;695
6;40;2154
2;41;816
8;39;4636
2;42;639
11;41;1869
3;42;19
9;38;8510
6;41;1468
11;42;1361
3;43;408
6;42;706
4;41;3549
7;42;1103
9;40;6428
7;43;852
4;42;2909
5;43;498
3;44;19
5;44;430
2;43;576
9;41;5768
11;43;2885
9;42;4828
2;44;18
6;43;1272
8;41;7830
7;44;1057
4;43;3617
11;44;964
3;45;19
7;45;87
10;42;6324
6;44;1014
2;45;624
3;46;19
5;45;1788
8;43;6363
5;46;1725
7;46;573
2;46;19
5;47;366
6;45;1152
4;45;5144
3;47;450
4;46;3973
9;45;3879
7;47;977
8;45;4049
2;47;457
3;48;19
7;48;135
2;48;403
5;48;963
10;43;11535
4;48;2698
7;49;932
5;49;522
3;49;19
8;47;3679
6;46;5648
10;44;10812
11;46;8029
9;47;5338
3;50;280
5;50;2117
7;50;1410
9;48;5042
2;49;1616
4;49;3361
2;50;19
3;51;19
11;47;7416
10;47;6279
9;49;4824
6;49;3644
7;51;615
3;52;289
2;51;811
5;51;2358
5;52;834
10;48;5341
2;52;294
11;48;7135
6;50;2673
5;52;2386
7;52;853
4;50;6250
3;53;296
7;53;1051
8;48;9086
11;49;5700
5;53;400
4;51;6160
2;53;1077
9;50;7160
3;54;1611
2;54;419
5;54;1091
6;51;5153
6;52;4324
7;54;1965
5;55;1303
10;52;4997
10;53;3995
2;55;19
3;55;421
4;53;5339
7;55;645
5;56;1368
3;56;1015
2;56;19
7;56;754
6;53;3818
8;53;5582
4;54;4465
11;50;11535
7;57;617
3;57;19
5;57;43
6;54;4640
4;55;6070
2;57;19
6;55;2596
10;55;5076
6;56;1945
6;57;423
3;58;136
2;58;688
7;58;240
4;56;5392
9;54;9714
7;59;136
5;58;1084
2;59;18
5;59;59
3;59;19
5;60;103
4;57;4922
4;58;4011
11;52;11200
7;60;179
4;59;3366
10;57;4418
11;53;9542
9;56;8562
3;60;405
5;61;339
6;58;4245
6;59;1671
3;61;19
6;60;766
2;60;1750
9;59;5274
7;61;295
4;60;3684
11;58;2105
3;62;19
9;60;3418
6;61;622
2;61;2015
7;62;660
4;61;3379
8;61;2493
5;62;1600
3;63;19
2;62;1391
7;63;1201
11;59;2309
5;63;1131
2;63;631
10;59;6985
9;61;5966
2;64;19
3;64;19
5;64;1054
6;62;3356
10;60;8534
11;60;4570
7;64;1722
4;63;5643
3;65;1080
9;62;7135
2;65;1835
4;64;3987
5;66;1208
4;65;2514
7;65;1836
3;66;19
2;66;420
3;67;19
8;62;8932
6;64;3580
9;65;4651
8;63;7808
2;67;828
4;66;2912
9;66;2587
6;65;3529
7;66;4256
6;66;2967
11;61;9070
11;62;6133
2;68;19
6;67;935
11;63;5344
7;68;785
4;67;3972
8;64;9933
3;69;19
4;68;3251
7;69;292
5;67;6223
2;69;265
7;70;962
5;68;4101
3;70;55
5;69;4319
10;63;14188
4;69;2954
5;70;2634
2;70;466
8;65;10770
6;68;4560
11;64;7501
10;64;13730
3;71;795
4;70;4893
8;66;11448
5;71;1413
3;72;655
7;71;2004
8;68;9190
7;72;87
5;72;1788
2;72;1507
9;71;2993
6;70;4890
3;73;19
4;73;1175
2;73;527
10;65;14346
3;74;405
8;71;5269
7;73;807
9;73;2168
4;74;1565
10;66;14902
6;71;5116
8;72;4348
5;74;1298
6;72;3513
7;74;936
8;73;2392
2;74;537
2;75;19
11;69;5665
3;75;1186
7;75;1988
3;76;19
2;76;420
7;76;899
8;74;4841
5;75;2811
2;77;19
7;77;536
5;76;2563
3;77;324
9;74;6233
6;73;6012
3;78;19
4;75;5222
8;75;5402
7;78;292
2;78;797
10;71;13294
8;76;5471
8;77;4049
6;74;7694
5;77;4053
2;79;19
3;79;19
5;78;2978
7;79;712
9;77;5511
7;80;991
5;79;2381
4;78;4150
5;80;1943
3;80;19
4;80;272
2;80;18
3;81;19
9;78;5495
5;81;616
9;79;3604
8;78;6361
2;81;419
8;79;5362
11;70;17559
3;82;19
7;81;1275
6;76;10278
7;82;1222
2;82;1077
4;81;1471
5;82;1108
4;82;1331
6;78;8226
5;83;1444
2;83;19
9;80;6562
3;83;2014
7;83;1193
5;84;589
3;84;1063
11;79;5304
2;84;467
2;85;19
6;82;3788
11;80;3687
3;85;19
5;85;1536
6;83;4250
3;86;19
7;85;1401
7;86;135
2;86;19
9;81;10593
10;82;4341
6;84;2835
6;85;333
10;83;2891
5;86;3201
7;87;288
4;83;5875
3;87;19
5;87;696
2;87;560
9;82;11248
9;83;8941
3;88;311
4;86;1262
6;86;1809
5;88;216
11;83;4415
7;88;785
8;87;3676
11;84;4020
7;89;724
10;84;7455
4;87;2362
2;88;1663
3;89;516
6;87;3535
2;89;1577
11;86;1617
8;88;3486
2;90;19
3;90;327
10;88;589
7;90;425
5;90;260
4;89;83
6;89;515
9;86;7640
11;87;1152
9;87;7044
3;91;19
5;91;46
7;91;276
2;91;19
4;90;928
6;90;672
10;89;1138
11;88;1682
5;92;776
7;92;260
2;92;19
3;92;439
6;91;734
3;93;494
5;93;990
11;89;699
2;93;19
6;92;637
7;93;331
5;94;749
9;88;11167
8;90;7121
2;94;19
3;94;686
9;89;10905
10;90;4120
5;95;417
7;94;786
4;91;6548
4;93;2163
10;91;5151
6;93;2294
7;95;1209
10;92;4247
3;95;1161
11;90;5132
3;96;412
4;94;2575
9;94;4378
8;93;6237
6;95;251
8;94;3909
7;96;71
4;95;834
5;97;649
7;97;617
3;97;19
2;96;1544
9;96;3174
7;98;151
3;98;343
6;96;3432
10;93;6544
2;97;2968
9;97;3308
8;97;2784
5;98;2428
10;94;6105
10;95;5254
3;99;625
6;97;2246
7;99;473
10;96;2624
2;98;1796
9;99;1447
5;99;921
2;99;890
3;100;19
5;100;599
11;92;9244
11;93;9172
2;100;437
6;98;3294
4;99;1283
4;100;735
6;99;2560
7;100;1061
11;94;9180
7;101;1445
5;101;787
2;101;576
3;101;1655
6;100;1855
6;101;1170
7;102;889
10;99;2104
3;102;397
2;102;327
5;102;724
4;101;1379
5;103;227
2;103;19
8;101;3111
6;102;1609
3;103;19
7;103;196
8;102;2081
9;101;3921
10;100;3575
10;101;3031
6;103;1014
4;102;2522
5;104;1380
2;104;19
3;104;342
9;102;4325
11;97;8646
7;104;992
3;105;19
2;105;483
8;103;4501
5;105;1979
4;103;2885
6;104;1605
2;106;342
7;105;1524
5;106;755
3;106;19
8;104;5243
7;106;163
6;105;1920
10;102;6661
10;103;3900
10;104;3470
5;107;899
3;107;436
7;107;404
6;106;385
4;104;5966
3;108;19
9;104;8229
11;98;14403
2;107;870
6;107;204
11;99;11541
9;105;7386
3;109;655
7;108;727
2;108;1515
5;108;2531
9;106;5978
5;109;1458
11;100;11975
6;108;1001
2;109;405
4;107;3830
2;110;20
7;109;1885
9;108;3951
3;110;19
5;110;1099
5;111;87
3;111;341
7;110;2676
7;111;1004
4;108;5409
8;106;10401
2;111;858
3;112;811
8;108;7608
4;110;2003
11;102;13928
4;111;861
10;106;9170
5;112;1177
2;112;1006
9;112;578
6;109;6795
11;106;8813
4;112;1408
8;112;1479
3;113;1171
6;111;3031
2;113;20
7;113;1413
7;114;120
2;114;403
10;110;4589
3;114;576
3;115;19
2;115;20
6;113;3221
7;115;727
5;113;4652
11;109;6542
5;114;4270
3;116;19
5;115;3149
5;116;1703
2;116;439
7;116;885
5;117;119
8;113;7522
10;111;7107
6;114;3513
3;117;19
11;111;6012
4;113;8113
9;113;8082
2;117;484
4;114;5595
7;117;289
4;117;411
5;118;44
9;117;1044
6;115;4923
3;118;20
8;117;2051
2;118;372
5;119;561
4;118;99
11;113;5163
7;118;1317
7;119;536
2;119;888
3;119;404
3;120;19
4;119;224
2;120;19
5;120;244
11;114;7101
6;117;5099
10;114;9151
5;121;589
7;120;1676
11;115;4975
3;121;19
7;121;103
2;121;19
11;116;5054
2;122;311
3;122;504
5;122;1490
6;119;5012
3;123;1468
7;122;2725
2;123;19
6;120;5826
6;121;4823
5;123;1368
11;118;5992
7;123;1457
4;121;4405
9;119;9832
8;119;9816
6;123;1589
7;124;1067
3;124;513
3;125;19
4;123;2940
10;120;7137
5;124;2613
7;125;87
4;124;1611
5;125;1364
10;121;5593
2;125;1185
3;126;19
9;125;2156
10;122;3652
7;126;71
8;123;5146
5;126;1975
11;120;5987
2;126;498
3;127;19
2;127;19
5;127;684
7;127;120
4;125;3625
6;124;4560
5;128;538
8;124;6997
9;126;3515
3;128;404
8;125;5993
2;128;23
7;128;977
3;129;19
7;129;135
2;129;19
5;129;151
10;124;7150
5;130;58
4;127;3133
9;127;4436
3;130;19
9;128;2715
7;130;932
9;129;2891
2;130;20
3;131;19
4;129;256
5;131;661
2;131;19
11;121;14557
7;131;2211
2;132;19
3;132;19
5;132;260
6;126;10140
10;126;8500
5;133;874
4;130;1491
3;133;280
2;133;19
7;132;1643
4;131;1013
7;133;1513
3;134;19
2;134;19
8;131;6487
11;127;8603
7;134;409
5;134;1282
7;135;71
8;132;5631
5;135;765
2;135;19
6;131;6686
3;135;296
4;132;2367
10;129;9761
2;136;20
7;136;676
11;129;7038
3;136;513
5;136;1586
10;133;3484
8;133;7216
11;132;3523
7;137;707
8;134;6654
3;137;19
5;137;1867
3;138;19
9;131;14054
10;134;3313
9;133;9621
2;137;967
4;134;2910
2;138;1446
6;134;4197
10;135;4036
10;136;1954
5;138;1099
5;139;978
7;138;1803
8;136;5818
3;139;561
6;135;2437
9;137;3451
2;139;19
7;139;288
8;137;5226
5;140;1012
3;140;389
4;135;4054
6;136;2341
7;140;597
3;141;19
9;139;2152
4;137;1809
2;140;189
7;141;196
10;137;3622
2;141;842
6;137;2583
9;140;3120
5;141;1407
3;142;326
8;140;4189
4;138;2081
10;138;5166
7;142;992
2;142;701
6;138;3140
6;139;2298
3;143;19
5;142;1824
8;141;4596
9;141;4272
2;143;363
5;143;395
7;143;1566
7;144;55
2;144;874
5;144;1183
9;142;4602
4;140;2756
3;144;405
5;145;172
8;143;2678
4;141;2287
11;137;10304
8;144;3335
2;145;19
10;139;10292
7;145;1794
6;140;6147
3;145;1796
4;142;2518
2;146;638
3;146;1375
11;141;4282
5;146;1152
7;146;1426
6;143;1588
2;147;436
3;147;375
5;147;864
7;147;630
9;144;5891
11;142;3930
10;144;3208
4;143;4254
